Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage
UP001597353	Halodurantibacterium flavum	1382802	4010	C:98.9%[S:98.7%,D:0.2%],F:0.0%,M:1.1%,n:833	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Rhodobacterales, Paracoccaceae, Halodurantibacterium
UP001597357	Mesonia sediminis	1703946	2471	C:99.2%[S:99.2%,D:0.0%],F:0.0%,M:0.8%,n:733	Standard	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Mesonia
UP001597361	Belliella marina	1644146	4581	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Cyclobacteriaceae, Belliella
UP001597362	Paenibacillus yanchengensis	2035833	4037	C:97.8%[S:96.7%,D:1.1%],F:0.0%,M:2.2%,n:450	Close to standard (low value)	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597365	Streptomyces desertarenae	2666184	5393	C:97.1%[S:97.1%,D:0.0%],F:0.1%,M:2.8%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001597368	Nonomuraea mangrovi	2316207	10739	C:99.3%[S:97.8%,D:1.5%],F:0.1%,M:0.6%,n:1162	Outlier (high value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Streptosporangiales, Streptosporangiaceae, Nonomuraea
UP001597369	Pontibacter silvestris	2305183	4302	C:99.7%[S:99.1%,D:0.7%],F:0.1%,M:0.1%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter
UP001597371	Aureimonas populi	1701758	3563	C:99.2%[S:99.1%,D:0.2%],F:0.0%,M:0.8%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Aurantimonadaceae, Aureimonas
UP001597373	Chelativorans composti	768533	3099	C:99.1%[S:99.1%,D:0.0%],F:0.3%,M:0.6%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Phyllobacteriaceae, Chelativorans
UP001597374	Pontibacter ruber	1343895	4046	C:99.7%[S:99.5%,D:0.3%],F:0.0%,M:0.3%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter
UP001597375	Luteolibacter algae	454151	3103	C:98.3%[S:97.7%,D:0.6%],F:0.2%,M:1.5%,n:471	Unknown	cellular organisms, Bacteria, Pseudomonadati, PVC group, Verrucomicrobiota, Verrucomicrobiia, Verrucomicrobiales, Verrucomicrobiaceae, Luteolibacter
UP001597380	Corallincola platygyrae	1193278	3776	C:98.3%[S:97.9%,D:0.4%],F:0.2%,M:1.5%,n:820	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Corallincola
UP001597383	Ornithinibacillus salinisoli	1848459	4019	C:97.6%[S:97.3%,D:0.2%],F:0.0%,M:2.4%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Ornithinibacillus
UP001597387	Paradesertivirga mongoliensis	2100740	3872	C:95.7%[S:94.9%,D:0.7%],F:0.0%,M:4.3%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Paradesertivirga
UP001597389	Rubritalea tangerina	430798	3487	C:98.7%[S:98.5%,D:0.2%],F:0.4%,M:0.8%,n:471	Unknown	cellular organisms, Bacteria, Pseudomonadati, PVC group, Verrucomicrobiota, Verrucomicrobiia, Verrucomicrobiales, Rubritaleaceae, Rubritalea
UP001597391	Populibacterium corticicola	1812826	2877	C:99.4%[S:98.9%,D:0.6%],F:0.0%,M:0.6%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Jonesiaceae, Populibacterium
UP001597393	Sphingobacterium corticis	1812823	3103	C:95.6%[S:95.5%,D:0.1%],F:0.1%,M:4.3%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597394	Kaistella montana	1849733	2185	C:99.9%[S:99.7%,D:0.1%],F:0.0%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium group, Kaistella
UP001597399	Sporolactobacillus shoreicorticis	1923877	4330	C:92.0%[S:91.8%,D:0.2%],F:0.7%,M:7.3%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Sporolactobacillaceae, Sporolactobacillus
UP001597400	Sphingomonas arantia	1460676	3463	C:97.6%[S:97.2%,D:0.5%],F:0.1%,M:2.3%,n:1018	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
UP001597402	Blastococcus deserti	2259033	4404	C:97.9%[S:97.9%,D:0.0%],F:0.3%,M:1.7%,n:292	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Geodermatophilales, Geodermatophilaceae, Blastococcus
UP001597403	Paenibacillus nicotianae	1526551	4544	C:99.3%[S:99.1%,D:0.2%],F:0.0%,M:0.7%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597405	Mesorhizobium newzealandense	1300302	7120	C:97.8%[S:97.3%,D:0.5%],F:0.0%,M:2.2%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Phyllobacteriaceae, Mesorhizobium
UP001597413	Rhodobacter lacus	1641972	3479	C:97.8%[S:97.7%,D:0.1%],F:0.2%,M:1.9%,n:833	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Rhodobacterales, Rhodobacter group, Rhodobacter
UP001597414	Shivajiella indica	872115	4046	C:99.3%[S:99.2%,D:0.1%],F:0.1%,M:0.5%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Cyclobacteriaceae, Shivajiella
UP001597417	Amycolatopsis pigmentata	450801	8057	C:100.0%[S:99.0%,D:1.0%],F:0.0%,M:0.0%,n:292	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP001597418	Sphingobacterium populi	1812824	2974	C:94.9%[S:94.4%,D:0.6%],F:0.0%,M:5.1%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597419	Amycolatopsis samaneae	664691	8796	C:99.7%[S:99.0%,D:0.7%],F:0.3%,M:0.0%,n:292	Close to standard (high value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP001597420	Pasteurella oralis	1071947	2261	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:1100	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella
UP001597425	Microbulbifer halophilus	453963	3796	C:99.1%[S:98.8%,D:0.3%],F:0.0%,M:0.9%,n:913	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Cellvibrionales, Microbulbiferaceae, Microbulbifer
UP001597427	Enterococcus camelliae	453959	2252	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:402	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus
UP001597438	Christiangramia antarctica	2058158	3918	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Christiangramia
UP001597440	Sphingobacterium tabacisoli	2044855	4559	C:99.0%[S:98.8%,D:0.2%],F:0.1%,M:0.9%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597441	Gelatiniphilus marinus	1759464	3169	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gelatiniphilus
UP001597448	Paenibacillus rhizoplanae	1917181	6482	C:99.3%[S:99.1%,D:0.2%],F:0.0%,M:0.7%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597451	Oceanobacillus kapialis	481353	3780	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Oceanobacillus
UP001597452	Piscibacillus salipiscarius	299480	3137	C:98.9%[S:98.7%,D:0.2%],F:0.0%,M:1.1%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Piscibacillus
UP001597453	Gulosibacter bifidus	272239	1849	C:97.0%[S:97.0%,D:0.0%],F:0.2%,M:2.8%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Microbacteriaceae, Gulosibacter
UP001597458	Terrilactibacillus laevilacticus	1380157	3032	C:98.0%[S:98.0%,D:0.0%],F:0.0%,M:2.0%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Terrilactibacillus
UP001597459	Aquimarina hainanensis	1578017	4497	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aquimarina
UP001597460	Gracilimonas halophila	1834464	2637	C:88.6%[S:88.3%,D:0.3%],F:2.1%,M:9.3%,n:377	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Balneolota, Balneolia, Balneolales, Balneolaceae, Gracilimonas
UP001597461	Pedobacter vanadiisoli	1761975	4431	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter
UP001597463	Comamonas terrae	673548	4299	C:99.4%[S:99.4%,D:0.0%],F:0.3%,M:0.3%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas
UP001597467	Lacinutrix gracilariae	1747198	3150	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lacinutrix
UP001597468	Salinimicrobium flavum	1737065	2970	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:733	Standard	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Salinimicrobium
UP001597469	Spirosoma soli	1770529	5702	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma
UP001597472	Bizionia sediminis	1737064	2565	C:98.9%[S:98.8%,D:0.1%],F:0.0%,M:1.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Bizionia
UP001597474	Sulfitobacter aestuarii	2161676	3828	C:99.6%[S:99.5%,D:0.1%],F:0.2%,M:0.1%,n:833	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Rhodobacterales, Roseobacteraceae, Sulfitobacter
UP001597475	Deinococcus taklimakanensis	536443	2988	C:91.1%[S:91.1%,D:0.0%],F:4.8%,M:4.0%,n:124	Unknown	cellular organisms, Bacteria, Thermotogati, Deinococcota, Deinococci, Deinococcales, Deinococcaceae, Deinococcus
UP001597476	Hyunsoonleella rubra	1737062	3244	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Hyunsoonleella
UP001597478	Prauserella oleivorans	1478153	5506	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:292	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Prauserella
UP001597479	Promicromonospora vindobonensis	195748	5812	C:98.9%[S:98.5%,D:0.4%],F:0.0%,M:1.1%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Promicromonosporaceae, Promicromonospora
UP001597480	Flavobacterium suzhouense	1529638	3420	C:98.9%[S:98.9%,D:0.0%],F:0.3%,M:0.8%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001597483	Amycolatopsis silviterrae	1656914	9205	C:100.0%[S:98.6%,D:1.4%],F:0.0%,M:0.0%,n:292	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP001597492	Gulosibacter faecalis	272240	2617	C:97.8%[S:97.6%,D:0.2%],F:0.0%,M:2.2%,n:537	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micrococcales, Microbacteriaceae, Gulosibacter
UP001597493	Paenibacillus thailandensis	393250	5081	C:98.7%[S:98.4%,D:0.2%],F:0.2%,M:1.1%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597497	Marinicrinis sediminis	1652465	3707	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Marinicrinis
UP001597502	Lentibacillus juripiscarius	257446	3138	C:98.2%[S:97.8%,D:0.4%],F:0.4%,M:1.3%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Lentibacillus
UP001597506	Bacillus seohaeanensis	284580	4120	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Bacillus
UP001597508	Pseudotenacibaculum haliotis	1862138	3267	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Pseudotenacibaculum
UP001597509	Sphingobacterium anhuiense	493780	4815	C:99.7%[S:99.1%,D:0.7%],F:0.0%,M:0.3%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597510	Emticicia soli	2027878	4930	C:99.3%[S:99.2%,D:0.1%],F:0.1%,M:0.5%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Leadbetterellaceae, Emticicia
UP001597511	Terrimonas rubra	1035890	4080	C:98.3%[S:98.0%,D:0.2%],F:1.0%,M:0.7%,n:402	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Chitinophagia, Chitinophagales, Chitinophagaceae, Terrimonas
UP001597512	Spirosoma flavum	2048557	6264	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma
UP001597519	Corticicoccus populi	1812821	2789	C:98.0%[S:97.6%,D:0.4%],F:0.4%,M:1.6%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Staphylococcaceae, Corticicoccus
UP001597520	Salibacterium lacus	1898109	3480	C:98.2%[S:98.0%,D:0.2%],F:0.0%,M:1.8%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Salibacterium
UP001597521	Devosia albogilva	429726	3735	C:97.0%[S:95.8%,D:1.3%],F:0.3%,M:2.7%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Devosiaceae, Devosia
UP001597525	Sphingobacterium bambusae	662858	4532	C:99.5%[S:99.2%,D:0.4%],F:0.2%,M:0.3%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597526	Croceitalea marina	1775166	3897	C:99.2%[S:98.9%,D:0.3%],F:0.1%,M:0.7%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Croceitalea
UP001597532	Arenibacter antarcticus	2040469	3787	C:99.9%[S:99.7%,D:0.1%],F:0.0%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Arenibacter
UP001597533	Lacinutrix iliipiscaria	1230532	2806	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:733	Standard	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lacinutrix
UP001597534	Flavobacterium chuncheonense	2026653	2534	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001597540	Paenibacillus shunpengii	2054424	5007	C:95.8%[S:95.1%,D:0.7%],F:0.2%,M:4.0%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597541	Paenibacillus gansuensis	306542	4914	C:99.6%[S:99.1%,D:0.4%],F:0.0%,M:0.4%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP001597542	Amycolatopsis albidoflavus	102226	9434	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:292	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP001597544	Pontibacter locisalis	1719035	4043	C:98.7%[S:98.3%,D:0.4%],F:0.0%,M:1.3%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter
UP001597545	Sphingobacterium suaedae	1686402	4166	C:98.1%[S:97.8%,D:0.3%],F:0.1%,M:1.8%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP001597546	Pedobacter alpinus	1590643	3523	C:98.5%[S:98.3%,D:0.2%],F:0.0%,M:1.5%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter
UP001597548	Psychroserpens luteus	1434066	4061	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Psychroserpens
UP001597549	Flavobacterium ardleyense	2038737	3142	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001597557	Mucilaginibacter ximonensis	538021	3874	C:97.3%[S:96.9%,D:0.4%],F:0.1%,M:2.6%,n:1068	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
UP001597560	Olivibacter jilunii	985016	5606	C:99.6%[S:99.2%,D:0.5%],F:0.0%,M:0.4%,n:1068	Close to standard (high value)	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Olivibacter
UP001597561	Jeotgalibacillus terrae	587735	3757	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Caryophanaceae, Jeotgalibacillus
UP001597568	Kurthia populi	1562132	3906	C:98.7%[S:98.7%,D:0.0%],F:0.0%,M:1.3%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Caryophanaceae, Kurthia
UP001597601	Mucilaginibacter antarcticus	1855725	3871	C:96.5%[S:95.9%,D:0.7%],F:0.1%,M:3.4%,n:1068	Close to standard (low value)	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
UP001597641	Pontibacter toksunensis	1332631	5358	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter
UP001598019	Aquirufa esocilacus	3096513	2278	C:91.0%[S:90.8%,D:0.3%],F:0.4%,M:8.6%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Flectobacillaceae, Aquirufa
UP001598112	Aquirufa originis	3096514	2223	C:90.9%[S:90.6%,D:0.3%],F:0.5%,M:8.6%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Flectobacillaceae, Aquirufa
UP001598114	Aquirufa echingensis	3096516	2428	C:91.8%[S:91.5%,D:0.3%],F:0.5%,M:7.7%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Flectobacillaceae, Aquirufa
UP001598130	Phenylobacterium ferrooxidans	2982689	4381	C:99.1%[S:98.6%,D:0.5%],F:0.0%,M:0.9%,n:432	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium
UP001598138	Aquirufa avitistagni	3104728	2225	C:90.9%[S:90.6%,D:0.3%],F:0.4%,M:8.7%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Flectobacillaceae, Aquirufa
UP001598201	Rahnella sp. (strain Y9602)	2703885	5429	C:98.6%[S:98.2%,D:0.5%],F:0.9%,M:0.5%,n:440	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Rahnella
UP001598251	Streptomyces sindenensis	67363	6617	C:99.8%[S:99.7%,D:0.1%],F:0.1%,M:0.1%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001598300	Streptomyces bacillaris	68179	7607	C:99.6%[S:99.0%,D:0.6%],F:0.0%,M:0.4%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces bacillaris subgroup
UP001598352	Streptomyces rubiginosohelvolus	67362	7287	C:99.8%[S:99.5%,D:0.3%],F:0.0%,M:0.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001598448	Streptomyces albidochromogenes	329524	6365	C:99.5%[S:99.2%,D:0.3%],F:0.2%,M:0.3%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001598673	Prauserella salsuginis	387889	5130	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:292	Close to standard (low value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Pseudonocardiales, Pseudonocardiaceae, Prauserella, Prauserella salsuginis group
