order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Octopoda	Eukaryota	UP000515154	2607531	Octopus sinensis (East Asian common octopus)	90.8	Unknown	30311	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515154/UP000515154_2607531.gene2acc.gz
Odonata	Eukaryota	UP000792457	123851	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	79.2	Unknown	18636	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000792457/UP000792457_123851.gene2acc.gz
Olpidiales	Eukaryota	UP000673691	278681	Olpidium bornovanus	15.8	Unknown	8467	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000673691/UP000673691_278681.gene2acc.gz
Onygenales	Eukaryota	UP000223968	1447875	Helicocarpus griseus UAMH5409	99.4	Unknown	10216	30	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000223968/UP000223968_1447875.gene2acc.gz
Opalinata	Eukaryota	UP000078348	478820	Blastocystis sp. subtype 1 (strain ATCC 50177 / NandII)	99.0	Unknown	6377	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000078348/UP000078348_478820.gene2acc.gz
Ophiostomatales	Eukaryota	UP001583186	5173	Sporothrix stenoceras	96.7	Unknown	10257	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001583186/UP001583186_5173.gene2acc.gz
Opisthocomiformes	Eukaryota	UP000053605	30419	Opisthocomus hoazin (Hoatzin) (Phasianus hoazin)	77.8	Unknown	12773	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053605/UP000053605_30419.gene2acc.gz
Opisthorchiida	Eukaryota	UP000308267	147828	Opisthorchis felineus	77.7	Unknown	18330	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000308267/UP000308267_147828.gene2acc.gz
Orbiliales	Eukaryota	UP001375240	3140254	Orbilia brochopaga	97.8	Unknown	10395	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001375240/UP001375240_3140254.gene2acc.gz
Orectolobiformes	Eukaryota	UP000287033	137246	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	87.9	Unknown	33497	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000287033/UP000287033_137246.gene2acc.gz
Orthoptera	Eukaryota	UP001378592	2509291	Gryllus longicercus	95.2	Unknown	18922	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001378592/UP001378592_2509291.gene2acc.gz
Osteoglossiformes	Eukaryota	UP000694397	113540	Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	97.2	Unknown	68105	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694397/UP000694397_113540.gene2acc.gz
Ostreida	Eukaryota	UP000694844	6565	Crassostrea virginica (Eastern oyster)	98.2	Unknown	50249	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694844/UP000694844_6565.gene2acc.gz
Ostropales	Eukaryota	UP000664169	1940652	Gomphillus americanus	94.7	Unknown	8300	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664169/UP000664169_1940652.gene2acc.gz
Otidiformes	Eukaryota	UP000533896	172689	Lophotis ruficrista	80.0	Unknown	13899	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000533896/UP000533896_172689.gene2acc.gz
Oxalidales	Eukaryota	UP000187406	3775	Cephalotus follicularis (Albany pitcher plant)	96.0	Close to standard (high value)	36460	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000187406/UP000187406_3775.gene2acc.gz
Oxymonadida	Eukaryota	UP001281761	2049346	Blattamonas nauphoetae	53.7	Unknown	24049	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001281761/UP001281761_2049346.gene2acc.gz
Parachela	Eukaryota	UP000186922	947166	Ramazzottius varieornatus (Water bear) (Tardigrade)	85.0	Unknown	22940	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186922/UP000186922_947166.gene2acc.gz
Paraglomerales	Eukaryota	UP000789739	144538	Paraglomus brasilianum	85.5	Unknown	11837	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000789739/UP000789739_144538.gene2acc.gz
Parmales	Eukaryota	UP001165160	1606542	Triparma verrucosa	95.0	Unknown	14723	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001165160/UP001165160_1606542.gene2acc.gz
Passeriformes	Eukaryota	UP000504624	321398	Lepidothrix coronata (blue-crowned manakin)	98.7	Unknown	28808	171	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504624/UP000504624_321398.gene2acc.gz
Patellariales	Eukaryota	UP000799429	1346257	Patellaria atrata CBS 101060	93.8	Unknown	9745	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799429/UP000799429_1346257.gene2acc.gz
Pavlovales	Eukaryota	UP000751190	2081491	Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	83.5	Unknown	14328	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000751190/UP000751190_2081491.gene2acc.gz
Pectinida	Eukaryota	UP000242188	6573	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	88.9	Unknown	22409	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242188/UP000242188_6573.gene2acc.gz
Pelagomonadales	Eukaryota	UP000789595	35677	Pelagomonas calceolata	88.0	Unknown	16441	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000789595/UP000789595_35677.gene2acc.gz
Pelecaniformes	Eukaryota	UP000053283	128390	Nipponia nippon (Crested ibis) (Ibis nippon)	81.7	Unknown	14132	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053283/UP000053283_128390.gene2acc.gz
Peniculida	Eukaryota	UP000692954	65129	Paramecium sonneborni	98.8	Unknown	48764	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000692954/UP000692954_65129.gene2acc.gz
Perciformes	Eukaryota	UP001488805	48416	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	98.3	Unknown	28155	19	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001488805/UP001488805_48416.gene2acc.gz
Perissodactyla	Eukaryota	UP001652662	9798	Equus przewalskii (Przewalski's horse) (Equus caballus przewalskii)	99.6	Unknown	60947	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652662/UP001652662_9798.gene2acc.gz
Perkinsida	Eukaryota	UP000007800	423536	Perkinsus marinus (strain ATCC 50983 / TXsc)	96.5	Unknown	23114	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007800/UP000007800_423536.gene2acc.gz
Peronosporales	Eukaryota	UP000434957	129364	Phytophthora rubi	100.0	Unknown	35379	27	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000434957/UP000434957_129364.gene2acc.gz
Petromyzontiformes	Eukaryota	UP001735300	7757	Petromyzon marinus (Sea lamprey)	-1.0	Close to standard (high value)	37131	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001735300/UP001735300_7757.gene2acc.gz
Pezizales	Eukaryota	UP000018144	1076935	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	96.6	Unknown	13306	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000018144/UP000018144_1076935.gene2acc.gz
Phaeomoniellales	Eukaryota	UP000053317	158046	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	76.0	Unknown	6907	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053317/UP000053317_158046.gene2acc.gz
Phaeotrichales	Eukaryota	UP000799640	703511	Trichodelitschia bisporula	88.4	Unknown	10177	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799640/UP000799640_703511.gene2acc.gz
Phaethontiformes	Eukaryota	UP000053638	97097	Phaethon lepturus (White-tailed tropicbird)	73.6	Unknown	9152	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053638/UP000053638_97097.gene2acc.gz
Phaffomycetales	Eukaryota	UP000769528	1378264	Wickerhamomyces mucosus	97.0	Unknown	5967	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000769528/UP000769528_1378264.gene2acc.gz
Phallales	Eukaryota	UP001050691	1419009	Clathrus columnatus	79.6	Unknown	10486	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001050691/UP001050691_1419009.gene2acc.gz
Phasmatodea	Eukaryota	UP001159363	614101	Dryococelus australis	51.8	Unknown	33087	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001159363/UP001159363_614101.gene2acc.gz
Philasterida	Eukaryota	UP000054937	266149	Pseudocohnilembus persalinus (Ciliate)	92.4	Unknown	13175	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054937/UP000054937_266149.gene2acc.gz
Philodinida	Eukaryota	UP000663870	392033	Rotaria sordida	87.0	Unknown	56912	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663870/UP000663870_392033.gene2acc.gz
Phlebobranchia	Eukaryota	UP000008144	7719	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	78.7	Unknown	17311	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008144/UP000008144_7719.gene2acc.gz
Phoenicopteriformes	Eukaryota	UP000053700	9218	Phoenicopterus ruber ruber	69.1	Close to standard (low value)	8220	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053700/UP000053700_9218.gene2acc.gz
Phyllachorales	Eukaryota	UP001217918	1825666	Phyllachora maydis	74.0	Unknown	9341	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001217918/UP001217918_1825666.gene2acc.gz
Pichiales	Eukaryota	UP000006853	981350	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)	94.2	Unknown	5284	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006853/UP000006853_981350.gene2acc.gz
Piciformes	Eukaryota	UP000566440	1109041	Galbula dea	80.6	Unknown	14637	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000566440/UP000566440_1109041.gene2acc.gz
Piperales	Eukaryota	UP000825729	158543	Aristolochia fimbriata (White veined hardy Dutchman's pipe vine)	96.7	Unknown	21775	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000825729/UP000825729_158543.gene2acc.gz
Piroplasmida	Eukaryota	UP000002173	5865	Babesia bovis	98.4	Unknown	3213	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002173/UP000002173_5865.gene2acc.gz
Plagiorchiida	Eukaryota	UP001730760	300641	Calicophoron daubneyi (Rumen fluke) (Paramphistomum daubneyi)	77.3	Unknown	13072	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001730760/UP001730760_300641.gene2acc.gz
Plasmodiophorida	Eukaryota	UP000039324	37360	Plasmodiophora brassicae (Clubroot disease agent)	89.0	Unknown	9720	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039324/UP000039324_37360.gene2acc.gz
Plectida	Eukaryota	UP000887566	2011161	Plectus sambesii	75.9	Unknown	39995	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000887566/UP000887566_2011161.gene2acc.gz
Pleosporales	Eukaryota	UP000053841	930089	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	99.4	Unknown	12851	71	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053841/UP000053841_930089.gene2acc.gz
Pleuronectiformes	Eukaryota	UP000693946	28829	Solea senegalensis (Senegalese sole)	97.7	Unknown	44389	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000693946/UP000693946_28829.gene2acc.gz
Ploima	Eukaryota	UP000663879	104777	Brachionus calyciflorus	90.4	Unknown	24300	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663879/UP000663879_104777.gene2acc.gz
Pneumocystales	Eukaryota	UP000054454	1408658	Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	76.6	Unknown	3641	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054454/UP000054454_1408658.gene2acc.gz
Poales	Eukaryota	UP000019116	4565	Triticum aestivum (Wheat)	99.6	Unknown	130692	43	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000019116/UP000019116_4565.gene2acc.gz
Podicipediformes	Eukaryota	UP000555275	9252	Podilymbus podiceps (Pied-billed grebe)	79.3	Unknown	14192	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000555275/UP000555275_9252.gene2acc.gz
Podocopida	Eukaryota	UP000677054	69355	Darwinula stevensoni	84.4	Unknown	15613	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000677054/UP000677054_69355.gene2acc.gz
Polypodiales	Eukaryota	UP000886520	13818	Adiantum capillus-veneris (Maidenhair fern)	84.9	Unknown	25645	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000886520/UP000886520_13818.gene2acc.gz
Polyporales	Eukaryota	UP000193067	1353009	Trametes coccinea (strain BRFM310) (Pycnoporus coccineus)	99.6	Unknown	12648	35	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193067/UP000193067_1353009.gene2acc.gz
Polypteriformes	Eukaryota	UP000694620	27687	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	90.7	Unknown	33804	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694620/UP000694620_27687.gene2acc.gz
Polystomatidea	Eukaryota	UP000784294	117903	Protopolystoma xenopodis	20.6	Unknown	37827	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000784294/UP000784294_117903.gene2acc.gz
Porphyridiales	Eukaryota	UP000324585	35688	Porphyridium purpureum (Red alga) (Porphyridium cruentum)	72.5	Unknown	9673	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000324585/UP000324585_35688.gene2acc.gz
Priapulimorphida	Eukaryota	UP000695022	37621	Priapulus caudatus (Priapulid worm)	89.4	Unknown	18404	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000695022/UP000695022_37621.gene2acc.gz
Primates	Eukaryota	UP000005640	9606	Homo sapiens (Human)	99.5	Unknown	147506	33	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005640/UP000005640_9606.gene2acc.gz
Proboscidea	Eukaryota	UP000007646	9785	Loxodonta africana (African elephant)	91.5	Unknown	25615	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007646/UP000007646_9785.gene2acc.gz
Procellariiformes	Eukaryota	UP000527232	79633	Oceanodroma tethys (Wedge-rumped storm-petrel) (Hydrobates tethys)	78.6	Unknown	13990	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000527232/UP000527232_79633.gene2acc.gz
Prorocentrales	Eukaryota	UP001189429	2364126	Prorocentrum cordatum	60.8	Unknown	112835	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001189429/UP001189429_2364126.gene2acc.gz
Proteales	Eukaryota	UP000189703	4432	Nelumbo nucifera (Sacred lotus)	98.9	Unknown	31582	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000189703/UP000189703_4432.gene2acc.gz
Prymnesiales	Eukaryota	UP001515480	97485	Prymnesium parvum (Toxic golden alga)	84.7	Unknown	24407	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001515480/UP001515480_97485.gene2acc.gz
Pseudoditrichales	Eukaryota	UP000822688	3225	Ceratodon purpureus (Fire moss) (Dicranum purpureum)	86.8	Standard	36430	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000822688/UP000822688_3225.gene2acc.gz
Pseudoscorpiones	Eukaryota	UP001235939	51811	Cordylochernes scorpioides	54.7	Unknown	24935	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001235939/UP001235939_51811.gene2acc.gz
Pseudoscourfieldiales	Eukaryota	UP000660262	41880	Pycnococcus provasolii	86.3	Unknown	11381	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000660262/UP000660262_41880.gene2acc.gz
Psittaciformes	Eukaryota	UP000694405	13146	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	93.8	Unknown	25030	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694405/UP000694405_13146.gene2acc.gz
Psocodea	Eukaryota	UP001359485	468196	Polyplax serrata (Common mouse louse)	96.3	Unknown	13864	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001359485/UP001359485_468196.gene2acc.gz
Pterioida	Eukaryota	UP001186944	66713	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	82.2	Unknown	25352	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001186944/UP001186944_66713.gene2acc.gz
Pterocliformes	Eukaryota	UP000522270	2585816	Pterocles burchelli	78.8	Unknown	13839	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000522270/UP000522270_2585816.gene2acc.gz
Pucciniales	Eukaryota	UP000324748	56615	Puccinia graminis f. sp. tritici	95.6	Unknown	36348	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000324748/UP000324748_56615.gene2acc.gz
Pyramimonadales	Eukaryota	UP001190700	36881	Cymbomonas tetramitiformis	83.8	Unknown	55884	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001190700/UP001190700_36881.gene2acc.gz
Pyrenomonadales	Eukaryota	UP000011087	905079	Guillardia theta (strain CCMP2712) (Cryptophyte)	79.6	Unknown	24738	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011087/UP000011087_905079.gene2acc.gz
Pythiales	Eukaryota	UP000794436	41045	Pythium oligandrum (Mycoparasitic fungus)	100.0	Unknown	14742	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000794436/UP000794436_41045.gene2acc.gz
Ranunculales	Eukaryota	UP000230069	218851	Aquilegia coerulea (Rocky mountain columbine)	97.6	Unknown	37079	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000230069/UP000230069_218851.gene2acc.gz
Rhabditida	Eukaryota	UP000001940	6239	Caenorhabditis elegans	100.0	Unknown	26629	93	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001940/UP000001940_6239.gene2acc.gz
Rhizophlyctidales	Eukaryota	UP001212841	64517	Rhizophlyctis rosea	76.0	Unknown	11454	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001212841/UP001212841_64517.gene2acc.gz
Rhizophydiales	Eukaryota	UP001648503	1357716	Batrachochytrium salamandrivorans	91.2	Unknown	11223	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001648503/UP001648503_1357716.gene2acc.gz
Rhynchobdellida	Eukaryota	UP000015101	6412	Helobdella robusta (Californian leech)	90.3	Unknown	23328	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015101/UP000015101_6412.gene2acc.gz
Rodentia	Eukaryota	UP000000589	10090	Mus musculus (Mouse)	99.8	Unknown	54857	29	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000589/UP000000589_10090.gene2acc.gz
Rosales	Eukaryota	UP001652623	326968	Ziziphus jujuba (Chinese jujube) (Ziziphus sativa)	99.4	Unknown	33708	21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652623/UP001652623_326968.gene2acc.gz
Rotosphaerida	Eukaryota	UP000030693	691883	Fonticula alba (Slime mold)	71.0	Unknown	6244	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030693/UP000030693_691883.gene2acc.gz
Russulales	Eukaryota	UP000814140	48021	Artomyces pyxidatus	97.6	Unknown	15125	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000814140/UP000814140_48021.gene2acc.gz
Sabellida	Eukaryota	UP000749559	6347	Owenia fusiformis (Polychaete worm)	96.0	Unknown	30622	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000749559/UP000749559_6347.gene2acc.gz
Saccharomycetales	Eukaryota	UP000190831	4955	Lachancea fermentati (Zygosaccharomyces fermentati)	99.9	Unknown	5229	47	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000190831/UP000190831_4955.gene2acc.gz
Saccharomycodales	Eukaryota	UP000095728	56408	Hanseniaspora osmophila	96.1	Unknown	4653	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095728/UP000095728_56408.gene2acc.gz
Saitoellales	Eukaryota	UP000033140	698492	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	88.0	Unknown	7118	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000033140/UP000033140_698492.gene2acc.gz
Salmoniformes	Eukaryota	UP001652741	8030	Salmo salar (Atlantic salmon)	99.4	Unknown	80772	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652741/UP001652741_8030.gene2acc.gz
Sapindales	Eukaryota	UP000829398	2711	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	99.3	Unknown	80064	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829398/UP000829398_2711.gene2acc.gz
Saprolegniales	Eukaryota	UP000030745	695850	Saprolegnia parasitica (strain CBS 223.65)	99.0	Unknown	20052	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030745/UP000030745_695850.gene2acc.gz
Sarcoptiformes	Eukaryota	UP000790347	6954	Dermatophagoides farinae (American house dust mite)	94.9	Unknown	16377	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000790347/UP000790347_6954.gene2acc.gz
Saxifragales	Eukaryota	UP000594263	63787	Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	90.5	Unknown	38377	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000594263/UP000594263_63787.gene2acc.gz
Scandentia	Eukaryota	UP000011518	246437	Tupaia chinensis (Chinese tree shrew) (Tupaia belangeri chinensis)	65.0	Unknown	20824	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011518/UP000011518_246437.gene2acc.gz
Schizosaccharomycetales	Eukaryota	UP000016088	483514	Schizosaccharomyces octosporus (strain yFS286) (Fission yeast) (Octosporomyces octosporus)	82.5	Unknown	4950	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016088/UP000016088_483514.gene2acc.gz
Scleractinia	Eukaryota	UP001159405	104759	Porites lobata	95.0	Unknown	42611	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001159405/UP001159405_104759.gene2acc.gz
Scombriformes	Eukaryota	UP001314229	13677	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	98.1	Unknown	35480	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001314229/UP001314229_13677.gene2acc.gz
Sebacinales	Eukaryota	UP000054097	933852	Serendipita vermifera MAFF 305830	90.0	Unknown	15021	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054097/UP000054097_933852.gene2acc.gz
