family	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Musaceae	Eukaryota	UP000012960	214687	Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	96.2	Unknown	40347	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000012960/UP000012960_214687.gene2acc.gz
Muscicapidae	Eukaryota	UP000016665	59894	Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	92.7	Unknown	28852	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016665/UP000016665_59894.gene2acc.gz
Muscidae	Eukaryota	UP000095300	35570	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	99.3	Unknown	18841	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095300/UP000095300_35570.gene2acc.gz
Musophagidae	Eukaryota	UP000526942	103956	Corythaixoides concolor (Grey go-away-bird)	79.5	Unknown	14210	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000526942/UP000526942_103956.gene2acc.gz
Mustelidae	Eukaryota	UP000248482	391180	Enhydra lutris kenyoni (northern sea otter)	99.3	Unknown	32803	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000248482/UP000248482_391180.gene2acc.gz
Mycenaceae	Eukaryota	UP001218218	1033008	Mycena albidolilacea	97.8	Unknown	36688	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001218218/UP001218218_1033008.gene2acc.gz
Mycosphaerellaceae	Eukaryota	UP001302367	122368	Cercospora beticola (Sugarbeet leaf spot fungus)	99.5	Unknown	13144	19	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001302367/UP001302367_122368.gene2acc.gz
Myidae	Eukaryota	UP001164746	6604	Mya arenaria (Soft-shell clam)	59.8	Unknown	37840	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001164746/UP001164746_6604.gene2acc.gz
Myriangiaceae	Eukaryota	UP000799439	1168546	Myriangium duriaei CBS 260.36	93.2	Unknown	10674	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799439/UP000799439_1168546.gene2acc.gz
Myricaceae	Eukaryota	UP000516437	262757	Morella rubra (Chinese bayberry)	81.0	Unknown	27208	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000516437/UP000516437_262757.gene2acc.gz
Myrtaceae	Eukaryota	UP001634007	34317	Eucalyptus globulus (Tasmanian blue gum)	99.1	Unknown	38859	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001634007/UP001634007_34317.gene2acc.gz
Mytilidae	Eukaryota	UP000683360	6550	Mytilus edulis (Blue mussel)	80.1	Unknown	73624	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000683360/UP000683360_6550.gene2acc.gz
Mytilinidiaceae	Eukaryota	UP000799750	390894	Lophium mytilinum	97.6	Unknown	15150	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799750/UP000799750_390894.gene2acc.gz
Myxinidae	Eukaryota	UP000694388	7764	Eptatretus burgeri (Inshore hagfish)	57.5	Standard	25419	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694388/UP000694388_7764.gene2acc.gz
Myxobolidae	Eukaryota	UP000031668	669202	Thelohanellus kitauei (Myxosporean)	25.4	Unknown	14792	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000031668/UP000031668_669202.gene2acc.gz
Myxotrichaceae	Eukaryota	UP000054321	913774	Oidiodendron maius (strain Zn)	96.3	Unknown	16697	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054321/UP000054321_913774.gene2acc.gz
Naegleriidae	Eukaryota	UP000816034	51637	Naegleria lovaniensis (Amoeba)	87.8	Unknown	14471	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000816034/UP000816034_51637.gene2acc.gz
Naemateliaceae	Eukaryota	UP000193986	71784	Naematelia encephala	93.9	Unknown	7963	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193986/UP000193986_71784.gene2acc.gz
Nannizziopsiaceae	Eukaryota	UP001219355	2070801	Emydomyces testavorans	91.8	Unknown	7468	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001219355/UP001219355_2070801.gene2acc.gz
Naviculaceae	Eukaryota	UP001153069	568900	Seminavis robusta	99.0	Unknown	35858	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001153069/UP001153069_568900.gene2acc.gz
Naviculisporaceae	Eukaryota	UP001301769	261697	Rhypophila decipiens	97.3	Unknown	14581	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001301769/UP001301769_261697.gene2acc.gz
Nectariniidae	Eukaryota	UP000587587	254652	Promerops cafer (Cape sugarbird)	75.8	Unknown	14071	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000587587/UP000587587_254652.gene2acc.gz
Nectriaceae	Eukaryota	UP000183971	1227346	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	99.9	Unknown	16122	71	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000183971/UP000183971_1227346.gene2acc.gz
Nelumbonaceae	Eukaryota	UP000189703	4432	Nelumbo nucifera (Sacred lotus)	98.9	Unknown	31582	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000189703/UP000189703_4432.gene2acc.gz
Nemacheilidae	Eukaryota	UP001059041	992332	Triplophysa rosa (Cave loach)	94.3	Unknown	25644	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001059041/UP001059041_992332.gene2acc.gz
Neocallimastigaceae	Eukaryota	UP000193719	1754191	Piromyces finnis	86.5	Unknown	10787	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193719/UP000193719_1754191.gene2acc.gz
Neodiplogasteridae	Eukaryota	UP001432322	1538716	Pristionchus fissidentatus	86.3	Unknown	28245	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001432322/UP001432322_1538716.gene2acc.gz
Neolectaceae	Eukaryota	UP000186594	1198029	Neolecta irregularis (strain DAH-3)	71.5	Unknown	5551	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186594/UP000186594_1198029.gene2acc.gz
Neomorphidae	Eukaryota	UP000531151	8947	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	67.6	Unknown	13463	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000531151/UP000531151_8947.gene2acc.gz
Nepenthaceae	Eukaryota	UP001279734	150966	Nepenthes gracilis (Slender pitcher plant)	93.4	Unknown	33982	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001279734/UP001279734_150966.gene2acc.gz
Nephilidae	Eukaryota	UP000887013	299642	Nephila pilipes (Giant wood spider) (Nephila maculata)	96.6	Unknown	67446	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000887013/UP000887013_299642.gene2acc.gz
Nephropidae	Eukaryota	UP000747542	6706	Homarus americanus (American lobster)	85.3	Unknown	24357	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000747542/UP000747542_6706.gene2acc.gz
Nepidae	Eukaryota	UP001558652	642074	Ranatra chinensis	86.9	Unknown	14301	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001558652/UP001558652_642074.gene2acc.gz
Nidulariaceae	Eukaryota	UP000308652	68775	Crucibulum laeve	98.2	Unknown	14180	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000308652/UP000308652_68775.gene2acc.gz
Niphatidae	Eukaryota	UP000007879	400682	Amphimedon queenslandica (Sponge)	90.8	Unknown	22831	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007879/UP000007879_400682.gene2acc.gz
Nitidulidae	Eukaryota	UP001154078	1431903	Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)	95.4	Unknown	15965	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001154078/UP001154078_1431903.gene2acc.gz
Noctuidae	Eukaryota	UP000829999	7108	Spodoptera frugiperda (Fall armyworm)	99.7	Unknown	24899	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829999/UP000829999_7108.gene2acc.gz
Noelaerhabdaceae	Eukaryota	UP000013827	280463	Emiliania huxleyi (strain CCMP1516)	56.1	Unknown	35617	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000013827/UP000013827_280463.gene2acc.gz
Nosematidae	Eukaryota	UP000034350	40302	Vairimorpha ceranae	97.2	Unknown	3200	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000034350/UP000034350_40302.gene2acc.gz
Nothobranchiidae	Eukaryota	UP000694548	105023	Nothobranchius furzeri (Turquoise killifish)	83.2	Unknown	54480	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694548/UP000694548_105023.gene2acc.gz
Notiomystidae	Eukaryota	UP000579558	366454	Notiomystis cincta	70.6	Unknown	13629	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000579558/UP000579558_366454.gene2acc.gz
Nototheniidae	Eukaryota	UP001619887	8213	Pagothenia borchgrevinki (Bald rockcod) (Trematomus borchgrevinki)	88.1	Unknown	27042	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001619887/UP001619887_8213.gene2acc.gz
Nyctibiidae	Eukaryota	UP000538472	48426	Nyctibius bracteatus (Rufous potoo)	77.9	Unknown	13937	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000538472/UP000538472_48426.gene2acc.gz
Nymphalidae	Eukaryota	UP001652626	334116	Vanessa tameamea (Kamehameha butterfly)	99.3	Unknown	17371	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652626/UP001652626_334116.gene2acc.gz
Nyssaceae	Eukaryota	UP000325577	561372	Nyssa sinensis	86.9	Unknown	36198	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000325577/UP000325577_561372.gene2acc.gz
Octodontidae	Eukaryota	UP000515203	10160	Octodon degus (Degu) (Sciurus degus)	97.5	Unknown	35368	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515203/UP000515203_10160.gene2acc.gz
Octopodidae	Eukaryota	UP000515154	2607531	Octopus sinensis (East Asian common octopus)	90.8	Unknown	30311	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515154/UP000515154_2607531.gene2acc.gz
Odobenidae	Eukaryota	UP000245340	9708	Odobenus rosmarus divergens (Pacific walrus)	89.2	Unknown	25136	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245340/UP000245340_9708.gene2acc.gz
Odontophoridae	Eukaryota	UP000198323	9009	Callipepla squamata (Scaled quail)	81.2	Unknown	16973	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000198323/UP000198323_9009.gene2acc.gz
Oikopleuridae	Eukaryota	UP001158576	34765	Oikopleura dioica (Tunicate)	66.8	Unknown	18603	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001158576/UP001158576_34765.gene2acc.gz
Oleaceae	Eukaryota	UP000594638	158383	Olea europaea subsp. europaea	97.1	Unknown	78352	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000594638/UP000594638_158383.gene2acc.gz
Olpidiaceae	Eukaryota	UP000673691	278681	Olpidium bornovanus	15.8	Unknown	8467	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000673691/UP000673691_278681.gene2acc.gz
Omphalotaceae	Eukaryota	UP001163798	2804958	Lentinula aff. detonsa	98.3	Unknown	11868	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001163798/UP001163798_2804958.gene2acc.gz
Onchocercidae	Eukaryota	UP000006672	6279	Brugia malayi (Filarial nematode worm)	98.9	Unknown	15168	13	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006672/UP000006672_6279.gene2acc.gz
Onygenaceae	Eukaryota	UP000001261	246410	Coccidioides immitis (strain RS) (Valley fever fungus)	98.7	Unknown	9712	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001261/UP000001261_246410.gene2acc.gz
Ophiocordycipitaceae	Eukaryota	UP000829364	2060973	Purpureocillium takamizusanense	98.9	Unknown	11839	17	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829364/UP000829364_2060973.gene2acc.gz
Ophiostomataceae	Eukaryota	UP001583186	5173	Sporothrix stenoceras	96.7	Unknown	10257	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001583186/UP001583186_5173.gene2acc.gz
Opisthocomidae	Eukaryota	UP000053605	30419	Opisthocomus hoazin (Hoatzin) (Phasianus hoazin)	77.8	Unknown	12773	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053605/UP000053605_30419.gene2acc.gz
Opisthorchiidae	Eukaryota	UP000308267	147828	Opisthorchis felineus	77.7	Unknown	18330	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000308267/UP000308267_147828.gene2acc.gz
Oppiidae	Eukaryota	UP000728032	334625	Oppiella nova	83.0	Unknown	23438	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000728032/UP000728032_334625.gene2acc.gz
Orbiliaceae	Eukaryota	UP001375240	3140254	Orbilia brochopaga	97.8	Unknown	10395	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001375240/UP001375240_3140254.gene2acc.gz
Orchesellidae	Eukaryota	UP001642540	48710	Orchesella dallaii	96.8	Unknown	33789	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642540/UP001642540_48710.gene2acc.gz
Orchidaceae	Eukaryota	UP000829196	94219	Dendrobium nobile (Orchid)	90.1	Unknown	28750	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829196/UP000829196_94219.gene2acc.gz
Ordosporidae	Eukaryota	UP000031056	1354746	Ordospora colligata OC4	99.0	Unknown	1810	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000031056/UP000031056_1354746.gene2acc.gz
Ornithorhynchidae	Eukaryota	UP000002279	9258	Ornithorhynchus anatinus (Duckbill platypus)	85.6	Unknown	32824	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002279/UP000002279_9258.gene2acc.gz
Orobanchaceae	Eukaryota	UP001632038	1961234	Castilleja foliolosa	96.1	Unknown	42001	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001632038/UP001632038_1961234.gene2acc.gz
Orthonychidae	Eukaryota	UP000526602	38397	Orthonyx spaldingii (Chowchilla)	77.2	Unknown	14263	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000526602/UP000526602_38397.gene2acc.gz
Orycteropodidae	Eukaryota	UP000694850	1230840	Orycteropus afer afer	81.7	Unknown	18921	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694850/UP000694850_1230840.gene2acc.gz
Osphronemidae	Eukaryota	UP000515150	158456	Betta splendens (Siamese fighting fish)	99.5	Unknown	43456	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515150/UP000515150_158456.gene2acc.gz
Osteoglossidae	Eukaryota	UP000694397	113540	Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	97.2	Unknown	68105	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694397/UP000694397_113540.gene2acc.gz
Ostreidae	Eukaryota	UP000694844	6565	Crassostrea virginica (Eastern oyster)	98.2	Unknown	50249	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694844/UP000694844_6565.gene2acc.gz
Ostreobiaceae	Eukaryota	UP000708148	121088	Ostreobium quekettii	65.0	Unknown	10809	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000708148/UP000708148_121088.gene2acc.gz
Otariidae	Eukaryota	UP000515165	9704	Zalophus californianus (California sealion)	99.0	Unknown	47365	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515165/UP000515165_9704.gene2acc.gz
Otididae	Eukaryota	UP000533896	172689	Lophotis ruficrista	80.0	Unknown	13899	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000533896/UP000533896_172689.gene2acc.gz
Oweniidae	Eukaryota	UP000749559	6347	Owenia fusiformis (Polychaete worm)	96.0	Unknown	30622	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000749559/UP000749559_6347.gene2acc.gz
Oxytrichidae	Eukaryota	UP000039865	5949	Stylonychia lemnae (Ciliate)	97.1	Unknown	20720	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039865/UP000039865_5949.gene2acc.gz
Oxyuridae	Eukaryota	UP000046393	451379	Syphacia muris	82.4	Unknown	11114	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000046393/UP000046393_451379.gene2acc.gz
Pachysolenaceae	Eukaryota	UP000094236	669874	Pachysolen tannophilus NRRL Y-2460	93.0	Unknown	5645	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000094236/UP000094236_669874.gene2acc.gz
Panagrolaimidae	Eukaryota	UP000492821	6233	Panagrellus redivivus (Microworm)	76.4	Unknown	26334	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000492821/UP000492821_6233.gene2acc.gz
Pandionidae	Eukaryota	UP000580171	56262	Pandion haliaetus (Osprey) (Falco haliaetus)	60.8	Close to standard (low value)	12585	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000580171/UP000580171_56262.gene2acc.gz
Pangasiidae	Eukaryota	UP000829447	30993	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	92.0	Unknown	21988	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000829447/UP000829447_30993.gene2acc.gz
Papaveraceae	Eukaryota	UP001202328	357466	Papaver atlanticum	96.3	Unknown	32465	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001202328/UP001202328_357466.gene2acc.gz
Papilionidae	Eukaryota	UP001314205	213953	Parnassius mnemosyne (clouded apollo)	96.9	Unknown	25482	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001314205/UP001314205_213953.gene2acc.gz
Paraglomeraceae	Eukaryota	UP000789739	144538	Paraglomus brasilianum	85.5	Unknown	11837	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000789739/UP000789739_144538.gene2acc.gz
Parameciidae	Eukaryota	UP000692954	65129	Paramecium sonneborni	98.8	Unknown	48764	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000692954/UP000692954_65129.gene2acc.gz
Paramphistomidae	Eukaryota	UP001730760	300641	Calicophoron daubneyi (Rumen fluke) (Paramphistomum daubneyi)	77.3	Unknown	13072	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001730760/UP001730760_300641.gene2acc.gz
Paramythiidae	Eukaryota	UP000542358	979223	Oreocharis arfaki (tit berrypecker)	75.7	Unknown	13980	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000542358/UP000542358_979223.gene2acc.gz
Parastacidae	Eukaryota	UP001445076	27406	Cherax quadricarinatus (Australian red claw crayfish)	89.1	Unknown	31051	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001445076/UP001445076_27406.gene2acc.gz
Paratrimastigidae	Eukaryota	UP001141327	342808	Paratrimastix pyriformis	62.0	Unknown	10665	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001141327/UP001141327_342808.gene2acc.gz
Pardalotidae	Eukaryota	UP000570592	254575	Pardalotus punctatus (spotted pardalote)	72.7	Unknown	13660	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000570592/UP000570592_254575.gene2acc.gz
Paridae	Eukaryota	UP000694410	156563	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	91.7	Unknown	27051	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694410/UP000694410_156563.gene2acc.gz
Parmeliaceae	Eukaryota	UP000593566	560253	Letharia lupina	96.4	Unknown	11006	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000593566/UP000593566_560253.gene2acc.gz
Parulidae	Eukaryota	UP000550059	298831	Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii)	74.0	Unknown	13871	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000550059/UP000550059_298831.gene2acc.gz
Passerellidae	Eukaryota	UP000694408	40217	Junco hyemalis (Dark-eyed junco)	87.4	Unknown	22411	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694408/UP000694408_40217.gene2acc.gz
Passeridae	Eukaryota	UP000276834	44316	Chloebia gouldiae (Gouldian finch) (Erythrura gouldiae)	76.8	Unknown	18274	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000276834/UP000276834_44316.gene2acc.gz
Passifloraceae	Eukaryota	UP001141552	218843	Turnera subulata	86.9	Close to standard (low value)	29656	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001141552/UP001141552_218843.gene2acc.gz
Patellariaceae	Eukaryota	UP000799429	1346257	Patellaria atrata CBS 101060	93.8	Unknown	9745	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799429/UP000799429_1346257.gene2acc.gz
Patellidae	Eukaryota	UP001347796	87958	Patella caerulea (Rayed Mediterranean limpet)	90.7	Unknown	28822	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001347796/UP001347796_87958.gene2acc.gz
Paulinellidae	Eukaryota	UP000503178	1928728	Paulinella micropora	2.0	Unknown	897	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000503178/UP000503178_1928728.gene2acc.gz
Pavlovaceae	Eukaryota	UP000751190	2081491	Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	83.5	Unknown	14328	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000751190/UP000751190_2081491.gene2acc.gz
Paxillaceae	Eukaryota	UP000054538	930991	Paxillus rubicundulus Ve08.2h10	97.7	Unknown	21906	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054538/UP000054538_930991.gene2acc.gz
Pectinidae	Eukaryota	UP000242188	6573	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	88.9	Unknown	22409	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242188/UP000242188_6573.gene2acc.gz
Pedaliaceae	Eukaryota	UP000504604	4182	Sesamum indicum (Oriental sesame) (Sesamum orientale)	98.5	Standard	29714	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504604/UP000504604_4182.gene2acc.gz
Pediculidae	Eukaryota	UP000009046	121224	Pediculus humanus subsp. corporis (Body louse)	95.8	Unknown	10776	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009046/UP000009046_121224.gene2acc.gz
Pedionomidae	Eukaryota	UP000565207	227192	Pedionomus torquatus (Plains-wanderer)	76.6	Unknown	13302	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000565207/UP000565207_227192.gene2acc.gz
Pelagomonadaceae	Eukaryota	UP000789595	35677	Pelagomonas calceolata	88.0	Unknown	16441	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000789595/UP000789595_35677.gene2acc.gz
